Source,Target,Type,Weight
6670,239,undirected,1
6670,64,undirected,1
6670,33,undirected,1
6670,446,undirected,1
6670,52,undirected,1
6670,110,undirected,1
6670,112,undirected,1
6670,246,undirected,1
6670,111,undirected,1
6670,49,undirected,1
6670,447,undirected,1
6670,114,undirected,1
6670,115,undirected,1
6670,116,undirected,1
6670,117,undirected,1
6670,118,undirected,1
6670,448,undirected,1
6670,119,undirected,1
6670,121,undirected,1
6670,56,undirected,1
6670,124,undirected,1
6670,60,undirected,1
6670,225,undirected,1
6670,125,undirected,1
6670,126,undirected,1
6670,127,undirected,1
6670,308,undirected,1
6670,130,undirected,1
6670,131,undirected,1
6681,1,undirected,1
6681,168,undirected,1
6681,352,undirected,1
6681,354,undirected,1
6681,449,undirected,1
6681,71,undirected,1
6681,450,undirected,1
6681,138,undirected,1
6681,451,undirected,1
6681,452,undirected,1
6681,19,undirected,1
6681,177,undirected,1
6681,453,undirected,1
6681,360,undirected,1
6681,422,undirected,1
6681,363,undirected,1
6681,315,undirected,1
6681,454,undirected,1
6681,455,undirected,1
6681,33,undirected,1
6681,368,undirected,1
6681,151,undirected,1
6681,243,undirected,1
6681,296,undirected,1
6681,51,undirected,1
6681,456,undirected,1
6681,455,undirected,1
6681,457,undirected,1
6681,306,undirected,1
6681,92,undirected,1
6681,156,undirected,1
6681,56,undirected,1
6681,370,undirected,1
6681,371,undirected,1
6681,60,undirected,1
6681,224,undirected,1
6681,458,undirected,1
6681,63,undirected,1
6681,375,undirected,1
6681,459,undirected,1
6681,64,undirected,1
6681,460,undirected,1
6681,461,undirected,1
6681,462,undirected,1
6681,376,undirected,1
6681,377,undirected,1
6681,130,undirected,1
6681,131,undirected,1
6682,463,undirected,1
6682,464,undirected,1
6682,465,undirected,1
6682,26,undirected,1
6682,466,undirected,1
6682,95,undirected,1
6682,95,undirected,1
6682,71,undirected,1
6682,138,undirected,1
6682,467,undirected,1
6682,468,undirected,1
6683,232,undirected,1
6683,99,undirected,1
6683,137,undirected,1
6683,469,undirected,1
6683,470,undirected,1
6683,19,undirected,1
6683,11,undirected,1
6683,471,undirected,1
6683,26,undirected,1
6683,40,undirected,1
6683,81,undirected,1
6683,472,undirected,1
6683,473,undirected,1
6683,119,undirected,1
6683,92,undirected,1
6683,157,undirected,1
6683,407,undirected,1
6683,56,undirected,1
6683,474,undirected,1
6683,475,undirected,1
6683,476,undirected,1
6683,255,undirected,1
6683,477,undirected,1
6683,64,undirected,1
6683,131,undirected,1
2506,478,undirected,1
2506,202,undirected,1
2506,479,undirected,1
2506,71,undirected,1
2506,384,undirected,1
2506,480,undirected,1
2506,19,undirected,1
2506,292,undirected,1
2506,481,undirected,1
2506,482,undirected,1
2506,483,undirected,1
2506,484,undirected,1
2506,485,undirected,1
2506,33,undirected,1
2506,486,undirected,1
2506,454,undirected,1
2506,487,undirected,1
2506,488,undirected,1
2506,489,undirected,1
2506,490,undirected,1
2506,491,undirected,1
2506,492,undirected,1
2506,493,undirected,1
2506,494,undirected,1
2506,495,undirected,1
2506,92,undirected,1
2506,409,undirected,1
2506,56,undirected,1
2506,478,undirected,1
2506,57,undirected,1
