Source,Target,Type,Weight
15746,391,undirected,1
15746,711,undirected,1
15746,712,undirected,1
15746,713,undirected,1
15746,714,undirected,1
15746,291,undirected,1
15746,715,undirected,1
15746,716,undirected,1
15746,717,undirected,1
15746,262,undirected,1
15746,718,undirected,1
15746,56,undirected,1
15746,719,undirected,1
15746,57,undirected,1
15746,720,undirected,1
15746,721,undirected,1
15746,299,undirected,1
15746,239,undirected,1
15746,64,undirected,1
15746,722,undirected,1
15746,723,undirected,1
15746,403,undirected,1
15746,724,undirected,1
15746,707,undirected,1
15746,217,undirected,1
15747,342,undirected,1
15747,343,undirected,1
15747,136,undirected,1
15747,11,undirected,1
15747,725,undirected,1
15747,273,undirected,1
15747,726,undirected,1
15747,246,undirected,1
15747,11,undirected,1
15747,727,undirected,1
15747,696,undirected,1
15747,456,undirected,1
15747,728,undirected,1
15747,729,undirected,1
15747,354,undirected,1
15747,457,undirected,1
15747,127,undirected,1
15747,403,undirected,1
15747,49,undirected,1
15747,730,undirected,1
15747,360,undirected,1
15747,731,undirected,1
15747,176,undirected,1
15747,136,undirected,1
15747,726,undirected,1
15747,178,undirected,1
15747,213,undirected,1
15747,56,undirected,1
15747,57,undirected,1
15747,732,undirected,1
15747,237,undirected,1
15747,145,undirected,1
15747,733,undirected,1
15747,569,undirected,1
15747,183,undirected,1
15747,734,undirected,1
15747,735,undirected,1
15747,736,undirected,1
15747,187,undirected,1
15748,737,undirected,1
15748,738,undirected,1
15748,315,undirected,1
15748,739,undirected,1
15748,740,undirected,1
15748,741,undirected,1
15748,307,undirected,1
15748,187,undirected,1
15748,742,undirected,1
15748,426,undirected,1
15748,743,undirected,1
15748,744,undirected,1
15748,745,undirected,1
15748,746,undirected,1
15748,747,undirected,1
15748,748,undirected,1
15748,749,undirected,1
15748,21,undirected,1
15748,310,undirected,1
15748,750,undirected,1
15748,751,undirected,1
15748,752,undirected,1
15748,456,undirected,1
15748,753,undirected,1
15748,529,undirected,1
15748,71,undirected,1
15748,737,undirected,1
15748,457,undirected,1
15748,754,undirected,1
15748,755,undirected,1
15748,40,undirected,1
15748,740,undirected,1
15748,756,undirected,1
15748,460,undirected,1
15748,168,undirected,1
15748,757,undirected,1
15748,49,undirected,1
15748,758,undirected,1
15748,759,undirected,1
15748,760,undirected,1
15748,178,undirected,1
15748,747,undirected,1
15748,293,undirected,1
15748,292,undirected,1
15748,56,undirected,1
15748,57,undirected,1
15748,761,undirected,1
15748,760,undirected,1
15748,762,undirected,1
15748,763,undirected,1
15748,684,undirected,1
15748,764,undirected,1
15749,765,undirected,1
15749,10,undirected,1
15749,193,undirected,1
15749,766,undirected,1
15749,767,undirected,1
15749,271,undirected,1
15749,768,undirected,1
15749,769,undirected,1
15749,275,undirected,1
15749,770,undirected,1
15749,19,undirected,1
15749,21,undirected,1
15749,771,undirected,1
15749,750,undirected,1
15749,772,undirected,1
15749,773,undirected,1
15749,774,undirected,1
15749,775,undirected,1
15749,776,undirected,1
15749,124,undirected,1
15749,33,undirected,1
15749,737,undirected,1
15749,777,undirected,1
15749,128,undirected,1
15749,52,undirected,1
15749,40,undirected,1
15749,778,undirected,1
15749,779,undirected,1
15749,708,undirected,1
15749,780,undirected,1
15749,478,undirected,1
15749,781,undirected,1
15749,782,undirected,1
15749,63,undirected,1
15749,51,undirected,1
15749,783,undirected,1
